# tools/reflection/global_ucas.py 1.0.0 -- script object map of MISERY/Content/Paks/global.ucas
# 34912 entries, container order. NOT globally ascending by full name: case-insensitive check finds exactly 2 inversions (rows 0 and 17455), both at the seam of two 17456-row ascending runs; see script_objects_order in global-ucas.json.
# global_index / outer_index / cdo_class_index are the three FPackageObjectIndex fields of FScriptObjectEntry, hex, as stored.
# ffffffffffffffff is FPackageObjectIndex::Invalid (AsyncLoading2.h:61).
# role is this tool's vocabulary, NOT a UE type: see role_definitions in global-ucas.json. The container carries no type tag.
# path is reconstructed by walking OuterIndex and was confirmed for every row by recomputing FromScriptPath and matching global_index.
# sha256 of the body below, without this header: f07a624956561fc17825b045c7be0cb98fbd9705f147ba4a4341b0ae77c9029c
global_index	outer_index	cdo_class_index	name_number	role	path
65a0dfaeb04646c6	71c13c183385ab81	ffffffffffffffff	0	package_member_unclassified	/Script/Paper2D/SpriteDrawCallRecord
72ede6d8a950c57f	71c13c183385ab81	ffffffffffffffff	0	package_member_unclassified	/Script/Paper2D/SpriteGeometryCollection
698c2070e903ff13	71c13c183385ab81	ffffffffffffffff	0	package_member_unclassified	/Script/Paper2D/SpriteGeometryShape
70abd9c78e96b809	71c13c183385ab81	ffffffffffffffff	0	package_member_unclassified	/Script/Paper2D/SpriteInstanceData
520dd00a152516a4	71c13c183385ab81	ffffffffffffffff	0	class_with_cdo	/Script/Paper2D/TileMapBlueprintLibrary
75e0786ac9ad000e	520dd00a152516a4	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Paper2D/TileMapBlueprintLibrary/BreakTile
595e631251290433	520dd00a152516a4	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Paper2D/TileMapBlueprintLibrary/GetTileTransform
613ec812b62997ac	520dd00a152516a4	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Paper2D/TileMapBlueprintLibrary/GetTileUserData
69a817193ca2ae81	520dd00a152516a4	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Paper2D/TileMapBlueprintLibrary/MakeTile
58e2a5cda4011230	ffffffffffffffff	ffffffffffffffff	0	package	/Script/Paper2DEditor
441506684c63618d	58e2a5cda4011230	7eba2435b5548cb3	0	class_default_object	/Script/Paper2DEditor/Default__FlipbookEditorSettings
6247bbe5569ac66d	58e2a5cda4011230	415d6173427f6531	0	class_default_object	/Script/Paper2DEditor/Default__PaperExtractSpriteGridSettings
52db405a89010f69	58e2a5cda4011230	6ae30c3d28c3da1d	0	class_default_object	/Script/Paper2DEditor/Default__PaperExtractSpritesSettings
42cb3b6e88407b07	58e2a5cda4011230	7d4bee84fd7e118b	0	class_default_object	/Script/Paper2DEditor/Default__PaperFlipbookActorFactory
486e3b9ea3d69612	58e2a5cda4011230	56bc4373bc36b265	0	class_default_object	/Script/Paper2DEditor/Default__PaperFlipbookFactory
6badb3c6297a9dcb	58e2a5cda4011230	6f6f16d742a3c501	0	class_default_object	/Script/Paper2DEditor/Default__PaperFlipbookThumbnailRenderer
4c52ee04922aee00	58e2a5cda4011230	7b091280670eb0d2	0	class_default_object	/Script/Paper2DEditor/Default__PaperImporterSettings
7faa02c0d55f7a7b	58e2a5cda4011230	65a065a8b5d9b729	0	class_default_object	/Script/Paper2DEditor/Default__PaperSpriteActorFactory
7a8862896c9ddf1d	58e2a5cda4011230	55b3a9e3bbb4f647	0	class_default_object	/Script/Paper2DEditor/Default__PaperSpriteAtlasFactory
48696f7892f39da9	58e2a5cda4011230	77d56d2e39d5ba0e	0	class_default_object	/Script/Paper2DEditor/Default__PaperSpriteFactory
4d0a049b4ed9ce8b	58e2a5cda4011230	55b6a9acb2d4c4a3	0	class_default_object	/Script/Paper2DEditor/Default__PaperSpriteThumbnailRenderer
4414b20371a03cab	58e2a5cda4011230	6243427fec181d0d	0	class_default_object	/Script/Paper2DEditor/Default__PaperTileMapFactory
55f73ed29e2d62c2	58e2a5cda4011230	782ea4dc0dabfbad	0	class_default_object	/Script/Paper2DEditor/Default__PaperTileMapPromotionFactory
6ae49847b90804e8	58e2a5cda4011230	79ab5a9c030daabe	0	class_default_object	/Script/Paper2DEditor/Default__PaperTileSetFactory
5a16743afc90fb79	58e2a5cda4011230	7bf1460999a9a3fd	0	class_default_object	/Script/Paper2DEditor/Default__PaperTileSetThumbnailRenderer
619f263f79225e88	58e2a5cda4011230	590efac2d9dbfc70	0	class_default_object	/Script/Paper2DEditor/Default__SpriteEditorSettings
6f6cad9fad66c9da	58e2a5cda4011230	690e474d51de34e4	0	class_default_object	/Script/Paper2DEditor/Default__TerrainSplineActorFactory
55bcc85a00061708	58e2a5cda4011230	5b6bc40870428672	0	class_default_object	/Script/Paper2DEditor/Default__TileMapActorFactory
5fee24c242016404	58e2a5cda4011230	478f31274d348b3d	0	class_default_object	/Script/Paper2DEditor/Default__TileMapAssetImportData
78b8a59a5d44d4a2	58e2a5cda4011230	48b70f39e7e83c90	0	class_default_object	/Script/Paper2DEditor/Default__TileMapEditorSettings
75621a4b70311930	58e2a5cda4011230	49437b9aa15ca03b	0	class_default_object	/Script/Paper2DEditor/Default__TileSetEditorSettings
66edfa85626677c4	58e2a5cda4011230	57ff9199c4c30f22	0	class_default_object	/Script/Paper2DEditor/Default__TileSheetPaddingFactory
41b976652c362ffe	58e2a5cda4011230	ffffffffffffffff	0	package_member_unclassified	/Script/Paper2DEditor/ESpriteExtractMode
7eba2435b5548cb3	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/FlipbookEditorSettings
415d6173427f6531	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperExtractSpriteGridSettings
6ae30c3d28c3da1d	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperExtractSpritesSettings
7d4bee84fd7e118b	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperFlipbookActorFactory
56bc4373bc36b265	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperFlipbookFactory
6f6f16d742a3c501	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperFlipbookThumbnailRenderer
7b091280670eb0d2	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperImporterSettings
65a065a8b5d9b729	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperSpriteActorFactory
55b3a9e3bbb4f647	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperSpriteAtlasFactory
77d56d2e39d5ba0e	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperSpriteFactory
55b6a9acb2d4c4a3	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperSpriteThumbnailRenderer
6243427fec181d0d	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperTileMapFactory
782ea4dc0dabfbad	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperTileMapPromotionFactory
79ab5a9c030daabe	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperTileSetFactory
7bf1460999a9a3fd	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/PaperTileSetThumbnailRenderer
590efac2d9dbfc70	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/SpriteEditorSettings
690e474d51de34e4	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/TerrainSplineActorFactory
5b6bc40870428672	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/TileMapActorFactory
478f31274d348b3d	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/TileMapAssetImportData
48b70f39e7e83c90	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/TileMapEditorSettings
49437b9aa15ca03b	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/TileSetEditorSettings
6b3050f1b6de9a79	58e2a5cda4011230	ffffffffffffffff	0	package_member_unclassified	/Script/Paper2DEditor/TileSetImportMapping
57ff9199c4c30f22	58e2a5cda4011230	ffffffffffffffff	0	class_with_cdo	/Script/Paper2DEditor/TileSheetPaddingFactory
5622e4ed6360d9dd	ffffffffffffffff	ffffffffffffffff	0	package	/Script/PaperSpriteSheetImporter
5bc58d549aa79f84	5622e4ed6360d9dd	643abcc9f73bad3e	0	class_default_object	/Script/PaperSpriteSheetImporter/Default__PaperSpriteSheet
4c3576624a36836f	5622e4ed6360d9dd	5bcce84dfa11c01f	0	class_default_object	/Script/PaperSpriteSheetImporter/Default__PaperSpriteSheetImportFactory
4a87f9f39e113e40	5622e4ed6360d9dd	59b3c36b2c479670	0	class_default_object	/Script/PaperSpriteSheetImporter/Default__PaperSpriteSheetReimportFactory
643abcc9f73bad3e	5622e4ed6360d9dd	ffffffffffffffff	0	class_with_cdo	/Script/PaperSpriteSheetImporter/PaperSpriteSheet
5bcce84dfa11c01f	5622e4ed6360d9dd	ffffffffffffffff	0	class_with_cdo	/Script/PaperSpriteSheetImporter/PaperSpriteSheetImportFactory
59b3c36b2c479670	5622e4ed6360d9dd	ffffffffffffffff	0	class_with_cdo	/Script/PaperSpriteSheetImporter/PaperSpriteSheetReimportFactory
726c5e4d7c0c57cd	ffffffffffffffff	ffffffffffffffff	0	package	/Script/PaperTiledImporter
5321f47c24b8ef31	726c5e4d7c0c57cd	573621e41cdc055f	0	class_default_object	/Script/PaperTiledImporter/Default__PaperTiledImporterFactory
573621e41cdc055f	726c5e4d7c0c57cd	ffffffffffffffff	0	class_with_cdo	/Script/PaperTiledImporter/PaperTiledImporterFactory
6aef90f5fad72a10	ffffffffffffffff	ffffffffffffffff	0	package	/Script/PBIK
6b2cacffaece6b02	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/EPBIKLimitType
692e0238bc981338	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/EPBIKRootBehavior
52512b4d2515d125	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/PBIKBoneSetting
6d0a4d39ffaebdfc	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/PBIKDebug
443e3b865dc13a01	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/PBIKEffector
4527c1c592423acd	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/PBIKSolver
7c3385821c6ffecb	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/PBIKSolverSettings
73f0c970d1e23582	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/PBIKWorkData
595c6bb15ec3d340	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/RigUnit_PBIK
79f5eee9bcadd3b8	6aef90f5fad72a10	ffffffffffffffff	0	package_member_unclassified	/Script/PBIK/RootPrePullSettings
4b2a6e5ff44740fe	ffffffffffffffff	ffffffffffffffff	0	package	/Script/Persona
4c59b50f4bfcd30f	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimAssetFindReplaceContext
7c11f39b22881c97	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimAssetFindReplaceCurves
5cecbb69dfc193eb	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimAssetFindReplaceNotifies
7e23c36e77abc1d5	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimAssetFindReplaceProcessor
51feb4d0a462784c	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimAssetFindReplaceProcessor_StringBase
6390e94cc2b5cc12	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimAssetFindReplaceSyncMarkers
65ec9bac56dc3efe	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimationEditorPreviewActor
646eb55ebdb5dd16	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimationSequenceBrowserContextMenuContext
692fdf5d1dea088c	646eb55ebdb5dd16	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Persona/AnimationSequenceBrowserContextMenuContext/GetSelectedObjects
74ddd01448c613d1	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimCurveBaseCopyObject
63307b3da86c4f2a	4b2a6e5ff44740fe	ffffffffffffffff	0	package_member_unclassified	/Script/Persona/AnimCurveMetadataEditorClipboard
7592cd87a1b590fd	4b2a6e5ff44740fe	ffffffffffffffff	0	package_member_unclassified	/Script/Persona/AnimCurveMetadataEditorClipboardEntry
7bbff5ecc4ac6f58	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimNotifyPanelContextMenuContext
74c6e0af60c376cf	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimTimelineClipboardContent
4a4065dc7d350388	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/AnimViewportToolBarToolMenuContext
6f5b52c832936bc0	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/CachedAnalysisProperties
65a45a9cf30a2643	4b2a6e5ff44740fe	4c59b50f4bfcd30f	0	class_default_object	/Script/Persona/Default__AnimAssetFindReplaceContext
6d5a3ccf731d3616	4b2a6e5ff44740fe	7c11f39b22881c97	0	class_default_object	/Script/Persona/Default__AnimAssetFindReplaceCurves
481bda681906f793	4b2a6e5ff44740fe	5cecbb69dfc193eb	0	class_default_object	/Script/Persona/Default__AnimAssetFindReplaceNotifies
417121aecf4909db	4b2a6e5ff44740fe	7e23c36e77abc1d5	0	class_default_object	/Script/Persona/Default__AnimAssetFindReplaceProcessor
5a9d5e13f4755553	4b2a6e5ff44740fe	51feb4d0a462784c	0	class_default_object	/Script/Persona/Default__AnimAssetFindReplaceProcessor_StringBase
6ed4c2e88787883d	4b2a6e5ff44740fe	6390e94cc2b5cc12	0	class_default_object	/Script/Persona/Default__AnimAssetFindReplaceSyncMarkers
69d524bbc2650273	4b2a6e5ff44740fe	65ec9bac56dc3efe	0	class_default_object	/Script/Persona/Default__AnimationEditorPreviewActor
58240fd222db3ff7	4b2a6e5ff44740fe	646eb55ebdb5dd16	0	class_default_object	/Script/Persona/Default__AnimationSequenceBrowserContextMenuContext
789f463365e7fefe	4b2a6e5ff44740fe	74ddd01448c613d1	0	class_default_object	/Script/Persona/Default__AnimCurveBaseCopyObject
53a342c947d70fdb	4b2a6e5ff44740fe	7bbff5ecc4ac6f58	0	class_default_object	/Script/Persona/Default__AnimNotifyPanelContextMenuContext
718a85d1a9c08d55	4b2a6e5ff44740fe	74c6e0af60c376cf	0	class_default_object	/Script/Persona/Default__AnimTimelineClipboardContent
4de23e6745cac4d7	4b2a6e5ff44740fe	4a4065dc7d350388	0	class_default_object	/Script/Persona/Default__AnimViewportToolBarToolMenuContext
6f17562baff7bc5b	4b2a6e5ff44740fe	6f5b52c832936bc0	0	class_default_object	/Script/Persona/Default__CachedAnalysisProperties
45c4a43ebabaf50b	4b2a6e5ff44740fe	5a92ce7d4c5dd47a	0	class_default_object	/Script/Persona/Default__EulerAnalysisProperties
61f08fe52b4cfcb4	4b2a6e5ff44740fe	486f096e5327ba5f	0	class_default_object	/Script/Persona/Default__FloatCurveCopyObject
753c1ccfa01dc3f4	4b2a6e5ff44740fe	41f508d9a03e4352	0	class_default_object	/Script/Persona/Default__LinearAnalysisProperties
4a4b8f623a9bebad	4b2a6e5ff44740fe	5b05d5d2abab6ea5	0	class_default_object	/Script/Persona/Default__LODInfoUILayout
7225b101b125ce49	4b2a6e5ff44740fe	5ecc8a398c15bdba	0	class_default_object	/Script/Persona/Default__PersonaEditorModeManagerContext
7b7ebee91935803c	4b2a6e5ff44740fe	4a18f3d48e009831	0	class_default_object	/Script/Persona/Default__PersonaManagerContext
61d5e607db455724	4b2a6e5ff44740fe	70deadb457f6f64f	0	class_default_object	/Script/Persona/Default__PersonaPreviewSceneAnimationController
6c6f8d7eed423ebe	4b2a6e5ff44740fe	52f8fe8a1bc4264b	0	class_default_object	/Script/Persona/Default__PersonaPreviewSceneController
4462584e348da5fc	4b2a6e5ff44740fe	4665fc4059c35fe4	0	class_default_object	/Script/Persona/Default__PersonaPreviewSceneDefaultController
6603c3fafc598678	4b2a6e5ff44740fe	753ac86a1604cd3f	0	class_default_object	/Script/Persona/Default__PersonaPreviewSceneDescription
794037b951c6718b	4b2a6e5ff44740fe	6ddce3b79be34d1d	0	class_default_object	/Script/Persona/Default__PersonaPreviewSceneRefPoseController
7941374b3ccad1a2	4b2a6e5ff44740fe	691781dc439906de	0	class_default_object	/Script/Persona/Default__PersonaToolMenuContext
7717bcba5a5c3978	4b2a6e5ff44740fe	6c19547858f60335	0	class_default_object	/Script/Persona/Default__PhysicsAssetRenderUtilities
467e7b91bd1281a3	4b2a6e5ff44740fe	5e4434ae9f12cf7c	0	class_default_object	/Script/Persona/Default__SkinWeightImportOptions
611c26d62f750a45	4b2a6e5ff44740fe	77a81fdd7d2e4971	0	class_default_object	/Script/Persona/Default__TransformCurveCopyObject
46b02683604af00a	4b2a6e5ff44740fe	44ff4239882d3605	0	class_default_object	/Script/Persona/Default__VectorCurveCopyObject
6be6efbea47c6e23	4b2a6e5ff44740fe	ffffffffffffffff	0	package_member_unclassified	/Script/Persona/EAnalysisEulerAxis
652f3f7ac3a9efe8	4b2a6e5ff44740fe	ffffffffffffffff	0	package_member_unclassified	/Script/Persona/EAnalysisLinearAxis
4174d8914fb6820d	4b2a6e5ff44740fe	ffffffffffffffff	0	package_member_unclassified	/Script/Persona/EAnalysisSpace
6950bfe5d9488ec6	4b2a6e5ff44740fe	ffffffffffffffff	0	package_member_unclassified	/Script/Persona/EEulerCalculationMethod
5a92ce7d4c5dd47a	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/EulerAnalysisProperties
486f096e5327ba5f	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/FloatCurveCopyObject
41f508d9a03e4352	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/LinearAnalysisProperties
5b05d5d2abab6ea5	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/LODInfoUILayout
5ecc8a398c15bdba	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaEditorModeManagerContext
4a18f3d48e009831	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaManagerContext
70deadb457f6f64f	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaPreviewSceneAnimationController
52f8fe8a1bc4264b	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaPreviewSceneController
4665fc4059c35fe4	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaPreviewSceneDefaultController
753ac86a1604cd3f	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaPreviewSceneDescription
6ddce3b79be34d1d	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaPreviewSceneRefPoseController
691781dc439906de	4b2a6e5ff44740fe	ffffffffffffffff	0	class_with_cdo	/Script/Persona/PersonaToolMenuContext
7e500e3d5fc47787	691781dc439906de	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Persona/PersonaToolMenuContext/GetAnimationAsset
72ed4f154b257208	691781dc439906de	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Persona/PersonaToolMenuContext/GetAnimBlueprint
64d2027996ab833e	691781dc439906de	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Persona/PersonaToolMenuContext/GetMesh
7ee2d92b30100c33	691781dc439906de	ffffffffffffffff	0	member_of_class_with_cdo	/Script/Persona/PersonaToolMenuContext/GetPreviewMeshComponent
